feature_id,version,release_date,feature_name,category,group_id,subgroup_id,engineer_id,models,hardware,description,dev_start_date,feature_complete_date,release_complete_date,lifecycle_status,hw_requirement
F1359,2025.32,"August 20, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-07-08,2025-08-12,2025-08-20,released,
F1360,2025.32,"August 20, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-07-07,2025-08-13,2025-08-20,released,
F1361,2025.32.100,"September 24, 2025",Minor Fixes,New Feature,3,302,E09,,,,2025-08-06,2025-09-14,2025-09-24,released,
F1362,2025.32.100,"September 24, 2025",FSD Strikes,Undocumented Change,1,104,E01,,HW4,,2025-08-04,2025-09-11,2025-09-24,released,HW4
F1363,2025.32.100,"September 24, 2025",Summon Standby,Undocumented Change,1,103,E02,,,,2025-08-13,2025-09-12,2025-09-24,released,
F1364,2025.32.100,"September 24, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-08-13,2025-09-14,2025-09-24,released,HW4
F1365,2025.32.100,"September 24, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E03,,HW4,,2025-08-06,2025-09-17,2025-09-24,released,HW4
F1366,2025.32.100,"September 24, 2025",Drowsiness Detected,Undocumented Change,2,201,E07,,,,2025-07-31,2025-09-12,2025-09-24,released,
F1367,2025.32.100,"September 24, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-08-05,2025-09-17,2025-09-24,released,
F1368,2025.32.100,"September 24, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-08-12,2025-09-14,2025-09-24,released,
F1369,2025.32.100,"September 24, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-08-12,2025-09-14,2025-09-24,released,
F1370,2025.32.3,"September 2, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-07-19,2025-08-23,2025-09-02,released,
F1371,2025.32.3,"September 2, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E03,,,,2025-07-13,2025-08-24,2025-09-02,released,
F1372,2025.32.3,"September 2, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-07-11,2025-08-25,2025-09-02,released,
F1373,2025.32.3,"September 2, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-07-12,2025-08-19,2025-09-02,released,
F1374,2025.32.3,"September 2, 2025",FSD Strikes,Undocumented Change,1,104,E01,,HW4,,2025-07-20,2025-08-24,2025-09-02,released,HW4
F1375,2025.32.3,"September 2, 2025",Summon Standby,Undocumented Change,1,103,E02,,,,2025-07-14,2025-08-21,2025-09-02,released,
F1376,2025.32.3,"September 2, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-07-08,2025-08-21,2025-09-02,released,HW4
F1377,2025.32.3,"September 2, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E07,,HW4,,2025-07-09,2025-08-21,2025-09-02,released,HW4
F1378,2025.32.3,"September 2, 2025",Drowsiness Detected,Undocumented Change,2,201,E03,,,,2025-07-09,2025-08-21,2025-09-02,released,
F1379,2025.32.3,"September 2, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-07-13,2025-08-23,2025-09-02,released,
F1380,2025.32.3,"September 2, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-07-17,2025-08-19,2025-09-02,released,
F1381,2025.32.3,"September 2, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-07-22,2025-08-26,2025-09-02,released,
F1382,2025.32.6,"September 15, 2025",Child Left Alone Detection,New Feature,2,202,E07,,,,2025-07-27,2025-09-06,2025-09-15,released,
F1383,2025.32.6,"September 15, 2025",Security Improvements,New Feature,3,302,E09,,,,2025-07-31,2025-09-05,2025-09-15,released,
F1384,2025.32.6,"September 15, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-08-04,2025-09-04,2025-09-15,released,
F1385,2025.32.6,"September 15, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E03,,,,2025-08-03,2025-09-08,2025-09-15,released,
F1386,2025.32.6,"September 15, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-08-02,2025-09-06,2025-09-15,released,
F1387,2025.32.6,"September 15, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-07-21,2025-09-05,2025-09-15,released,
F1388,2025.32.6,"September 15, 2025",FSD Strikes,Undocumented Change,1,104,E01,,HW4,,2025-07-23,2025-09-04,2025-09-15,released,HW4
F1389,2025.32.6,"September 15, 2025",Summon Standby,Undocumented Change,1,103,E02,,,,2025-07-26,2025-09-05,2025-09-15,released,
F1390,2025.32.6,"September 15, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-07-23,2025-09-01,2025-09-15,released,HW4
F1391,2025.32.6,"September 15, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E07,,HW4,,2025-07-22,2025-09-07,2025-09-15,released,HW4
F1392,2025.32.6,"September 15, 2025",Drowsiness Detected,Undocumented Change,2,201,E03,,,,2025-08-04,2025-09-02,2025-09-15,released,
F1393,2025.32.6,"September 15, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-07-21,2025-09-03,2025-09-15,released,
F1394,2025.32.6,"September 15, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-07-29,2025-09-07,2025-09-15,released,
F1395,2025.32.6,"September 15, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-07-25,2025-09-02,2025-09-15,released,
F1396,2025.32.8.10,"October 16, 2025",FSD (Supervised) v14.1.2,New Feature,1,104,E01,,HW4,,2025-08-27,2025-10-09,2025-10-16,released,HW4
F1397,2025.32.8.10,"October 16, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-08-30,2025-10-06,2025-10-16,released,HW4
F1398,2025.32.8.10,"October 16, 2025",Speed Profiles,New Feature,1,101,E02,,,,2025-08-25,2025-10-03,2025-10-16,released,
F1399,2025.32.8.10,"October 16, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-09-01,2025-10-03,2025-10-16,released,
F1400,2025.32.8.10,"October 16, 2025",Brake Confirm,New Feature,2,203,E07,,,,2025-09-02,2025-10-07,2025-10-16,released,
F1401,2025.32.8.10,"October 16, 2025",Full Self-Driving (Supervised),New Feature,1,104,E01,,HW4,,2025-08-28,2025-10-09,2025-10-16,released,HW4
F1402,2025.32.8.10,"October 16, 2025",Child Left Alone Detection,New Feature,2,202,E03,,,,2025-08-31,2025-10-08,2025-10-16,released,
F1403,2025.32.8.10,"October 16, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-08-23,2025-10-07,2025-10-16,released,
F1404,2025.32.8.10,"October 16, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E07,,,,2025-08-27,2025-10-06,2025-10-16,released,
F1405,2025.32.8.10,"October 16, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-08-25,2025-10-06,2025-10-16,released,
F1406,2025.32.8.10,"October 16, 2025",Security Improvements,New Feature,3,302,E09,,,,2025-09-01,2025-10-08,2025-10-16,released,
F1407,2025.32.8.10,"October 16, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-08-30,2025-10-08,2025-10-16,released,
F1408,2025.32.8.10,"October 16, 2025",FSD Strikes,Undocumented Change,1,104,E02,,HW4,,2025-08-29,2025-10-04,2025-10-16,released,HW4
F1409,2025.32.8.10,"October 16, 2025",Summon Standby,Undocumented Change,1,103,E01,,,,2025-08-30,2025-10-04,2025-10-16,released,
F1410,2025.32.8.10,"October 16, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-08-23,2025-10-05,2025-10-16,released,HW4
F1411,2025.32.8.10,"October 16, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E03,,HW4,,2025-08-26,2025-10-02,2025-10-16,released,HW4
F1412,2025.32.8.10,"October 16, 2025",Drowsiness Detected,Undocumented Change,2,201,E07,,,,2025-08-28,2025-10-09,2025-10-16,released,
F1413,2025.32.8.10,"October 16, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-08-25,2025-10-04,2025-10-16,released,
F1414,2025.32.8.10,"October 16, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-09-03,2025-10-09,2025-10-16,released,
F1415,2025.32.8.10,"October 16, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-08-22,2025-10-05,2025-10-16,released,
F1416,2025.32.8.15,"October 20, 2025",FSD (Supervised) v14.1.3,New Feature,1,104,E02,,HW4,,2025-08-28,2025-10-12,2025-10-20,released,HW4
F1417,2025.32.8.15,"October 20, 2025",Child Left Alone Detection,New Feature,2,202,E03,,,,2025-09-01,2025-10-13,2025-10-20,released,
F1418,2025.32.8.15,"October 20, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-08-28,2025-10-10,2025-10-20,released,HW4
F1419,2025.32.8.15,"October 20, 2025",Speed Profiles,New Feature,1,101,E01,,,,2025-08-31,2025-10-06,2025-10-20,released,
F1420,2025.32.8.15,"October 20, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-08-28,2025-10-13,2025-10-20,released,
F1421,2025.32.8.15,"October 20, 2025",Brake Confirm,New Feature,2,203,E07,,,,2025-09-04,2025-10-11,2025-10-20,released,
F1422,2025.32.8.15,"October 20, 2025",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2025-09-05,2025-10-09,2025-10-20,released,HW4
F1423,2025.32.8.15,"October 20, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-08-29,2025-10-13,2025-10-20,released,
F1424,2025.32.8.15,"October 20, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E03,,,,2025-08-29,2025-10-09,2025-10-20,released,
F1425,2025.32.8.15,"October 20, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-09-08,2025-10-09,2025-10-20,released,
F1426,2025.32.8.15,"October 20, 2025",Security Improvements,New Feature,3,302,E09,,,,2025-09-02,2025-10-12,2025-10-20,released,
F1427,2025.32.8.15,"October 20, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-08-26,2025-10-12,2025-10-20,released,
F1428,2025.32.8.15,"October 20, 2025",FSD Strikes,Undocumented Change,1,104,E01,,HW4,,2025-08-31,2025-10-06,2025-10-20,released,HW4
F1429,2025.32.8.15,"October 20, 2025",Summon Standby,Undocumented Change,1,103,E02,,,,2025-09-08,2025-10-10,2025-10-20,released,
F1430,2025.32.8.15,"October 20, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-09-03,2025-10-06,2025-10-20,released,HW4
F1431,2025.32.8.15,"October 20, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E07,,HW4,,2025-09-08,2025-10-08,2025-10-20,released,HW4
F1432,2025.32.8.15,"October 20, 2025",Drowsiness Detected,Undocumented Change,2,201,E03,,,,2025-08-29,2025-10-09,2025-10-20,released,
F1433,2025.32.8.15,"October 20, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-08-27,2025-10-13,2025-10-20,released,
F1434,2025.32.8.15,"October 20, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-08-25,2025-10-07,2025-10-20,released,
F1435,2025.32.8.15,"October 20, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-09-05,2025-10-11,2025-10-20,released,
F1436,2025.32.8.16,"October 25, 2025",FSD (Supervised) v14.1.4,New Feature,1,104,E01,,HW4,,2025-09-03,2025-10-16,2025-10-25,released,HW4
F1437,2025.32.8.16,"October 25, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-09-05,2025-10-15,2025-10-25,released,HW4
F1438,2025.32.8.16,"October 25, 2025",Speed Profiles,New Feature,1,101,E02,,,,2025-09-04,2025-10-16,2025-10-25,released,
F1439,2025.32.8.16,"October 25, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-08-30,2025-10-13,2025-10-25,released,
F1440,2025.32.8.16,"October 25, 2025",Brake Confirm,New Feature,2,203,E07,,,,2025-09-10,2025-10-16,2025-10-25,released,
F1441,2025.32.8.16,"October 25, 2025",Full Self-Driving (Supervised),New Feature,1,104,E01,,HW4,,2025-08-31,2025-10-16,2025-10-25,released,HW4
F1442,2025.32.8.16,"October 25, 2025",Child Left Alone Detection,New Feature,2,202,E03,,,,2025-09-07,2025-10-16,2025-10-25,released,
F1443,2025.32.8.16,"October 25, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-09-08,2025-10-17,2025-10-25,released,
F1444,2025.32.8.16,"October 25, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E07,,,,2025-09-11,2025-10-13,2025-10-25,released,
F1445,2025.32.8.16,"October 25, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-09-01,2025-10-13,2025-10-25,released,
F1446,2025.32.8.16,"October 25, 2025",Security Improvements,New Feature,3,302,E09,,,,2025-09-09,2025-10-11,2025-10-25,released,
F1447,2025.32.8.16,"October 25, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-09-11,2025-10-15,2025-10-25,released,
F1448,2025.32.8.16,"October 25, 2025",FSD Strikes,Undocumented Change,1,104,E02,,HW4,,2025-09-11,2025-10-18,2025-10-25,released,HW4
F1449,2025.32.8.16,"October 25, 2025",Summon Standby,Undocumented Change,1,103,E01,,,,2025-09-04,2025-10-15,2025-10-25,released,
F1450,2025.32.8.16,"October 25, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-09-10,2025-10-18,2025-10-25,released,HW4
F1451,2025.32.8.16,"October 25, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E03,,HW4,,2025-09-02,2025-10-11,2025-10-25,released,HW4
F1452,2025.32.8.16,"October 25, 2025",Drowsiness Detected,Undocumented Change,2,201,E07,,,,2025-09-02,2025-10-13,2025-10-25,released,
F1453,2025.32.8.16,"October 25, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-09-06,2025-10-11,2025-10-25,released,
F1454,2025.32.8.16,"October 25, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-09-10,2025-10-15,2025-10-25,released,
F1455,2025.32.8.16,"October 25, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-09-01,2025-10-18,2025-10-25,released,
F1456,2025.32.8.5,"October 7, 2025",FSD (Supervised) v14.1,New Feature,1,104,E02,,HW4,,2025-08-23,2025-09-27,2025-10-07,released,HW4
F1457,2025.32.8.5,"October 7, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-08-24,2025-09-23,2025-10-07,released,HW4
F1458,2025.32.8.5,"October 7, 2025",Speed Profiles,New Feature,1,101,E01,,,,2025-08-15,2025-09-25,2025-10-07,released,
F1459,2025.32.8.5,"October 7, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-08-20,2025-09-24,2025-10-07,released,
F1460,2025.32.8.5,"October 7, 2025",Brake Confirm,New Feature,2,203,E03,,,,2025-08-15,2025-09-25,2025-10-07,released,
F1461,2025.32.8.5,"October 7, 2025",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2025-08-18,2025-09-29,2025-10-07,released,HW4
F1462,2025.32.8.5,"October 7, 2025",Child Left Alone Detection,New Feature,2,202,E07,,,,2025-08-13,2025-09-30,2025-10-07,released,
F1463,2025.32.8.5,"October 7, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-08-15,2025-09-30,2025-10-07,released,
F1464,2025.32.8.5,"October 7, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E03,,,,2025-08-18,2025-09-30,2025-10-07,released,
F1465,2025.32.8.5,"October 7, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-08-19,2025-09-24,2025-10-07,released,
F1466,2025.32.8.5,"October 7, 2025",Security Improvements,New Feature,3,302,E09,,,,2025-08-19,2025-09-28,2025-10-07,released,
F1467,2025.32.8.5,"October 7, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-08-17,2025-09-30,2025-10-07,released,
F1468,2025.32.8.5,"October 7, 2025",FSD Strikes,Undocumented Change,1,104,E01,,HW4,,2025-08-19,2025-09-23,2025-10-07,released,HW4
F1469,2025.32.8.5,"October 7, 2025",Summon Standby,Undocumented Change,1,103,E02,,,,2025-08-24,2025-09-28,2025-10-07,released,
F1470,2025.32.8.5,"October 7, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-08-21,2025-09-23,2025-10-07,released,HW4
F1471,2025.32.8.5,"October 7, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E07,,HW4,,2025-08-19,2025-09-27,2025-10-07,released,HW4
F1472,2025.32.8.5,"October 7, 2025",Drowsiness Detected,Undocumented Change,2,201,E03,,,,2025-08-22,2025-09-25,2025-10-07,released,
F1473,2025.32.8.5,"October 7, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-08-25,2025-09-29,2025-10-07,released,
F1474,2025.32.8.5,"October 7, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-08-25,2025-09-24,2025-10-07,released,
F1475,2025.32.8.5,"October 7, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-08-20,2025-09-24,2025-10-07,released,
F1476,2025.32.8.6,"October 12, 2025",FSD (Supervised) v14.1.1,New Feature,1,104,E01,,HW4,,2025-08-17,2025-09-30,2025-10-12,released,HW4
F1477,2025.32.8.6,"October 12, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-08-29,2025-10-03,2025-10-12,released,HW4
F1478,2025.32.8.6,"October 12, 2025",Speed Profiles,New Feature,1,101,E02,,,,2025-08-25,2025-10-01,2025-10-12,released,
F1479,2025.32.8.6,"October 12, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-08-27,2025-10-03,2025-10-12,released,
F1480,2025.32.8.6,"October 12, 2025",Brake Confirm,New Feature,2,203,E07,,,,2025-08-28,2025-10-05,2025-10-12,released,
F1481,2025.32.8.6,"October 12, 2025",Full Self-Driving (Supervised),New Feature,1,104,E01,,HW4,,2025-08-31,2025-09-28,2025-10-12,released,HW4
F1482,2025.32.8.6,"October 12, 2025",Child Left Alone Detection,New Feature,2,202,E03,,,,2025-08-23,2025-10-05,2025-10-12,released,
F1483,2025.32.8.6,"October 12, 2025",Rave Cave,New Feature,5,502,E10,,,,2025-08-28,2025-10-02,2025-10-12,released,
F1484,2025.32.8.6,"October 12, 2025",Frontal Airbag System Enhancement,New Feature,2,203,E07,,,,2025-08-24,2025-09-29,2025-10-12,released,
F1485,2025.32.8.6,"October 12, 2025",Low Power Mode,New Feature,3,302,E09,,,,2025-08-22,2025-10-05,2025-10-12,released,
F1486,2025.32.8.6,"October 12, 2025",Security Improvements,New Feature,3,302,E09,,,,2025-08-22,2025-10-02,2025-10-12,released,
F1487,2025.32.8.6,"October 12, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-08-29,2025-10-05,2025-10-12,released,
F1488,2025.32.8.6,"October 12, 2025",FSD Strikes,Undocumented Change,1,104,E02,,HW4,,2025-08-29,2025-10-05,2025-10-12,released,HW4
F1489,2025.32.8.6,"October 12, 2025",Summon Standby,Undocumented Change,1,103,E01,,,,2025-08-26,2025-10-04,2025-10-12,released,
F1490,2025.32.8.6,"October 12, 2025",Grok Reminder,Undocumented Change,6,601,E06,,HW4,,2025-08-25,2025-10-03,2025-10-12,released,HW4
F1491,2025.32.8.6,"October 12, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,2,201,E03,,HW4,,2025-08-22,2025-10-03,2025-10-12,released,HW4
F1492,2025.32.8.6,"October 12, 2025",Drowsiness Detected,Undocumented Change,2,201,E07,,,,2025-08-17,2025-10-05,2025-10-12,released,
F1493,2025.32.8.6,"October 12, 2025",Improved Visualizations,Undocumented Change,3,302,E04,,,,2025-08-26,2025-09-30,2025-10-12,released,
F1494,2025.32.8.6,"October 12, 2025",Bluetooth Audio,Undocumented Change,6,602,E06,,,,2025-08-19,2025-09-29,2025-10-12,released,
F1495,2025.32.8.6,"October 12, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-08-27,2025-09-28,2025-10-12,released,
F1496,2025.38,"October 9, 2025",3D Buildings,New Feature,3,302,E04,,,,2025-08-17,2025-09-28,2025-10-09,released,
F1497,2025.38,"October 9, 2025",Dashcam Viewer Updates,New Feature,7,703,E08,,,,2025-08-20,2025-09-29,2025-10-09,released,
F1498,2025.38,"October 9, 2025",Side Cameras Recording,New Feature,7,703,E08,,,,2025-08-27,2025-10-01,2025-10-09,released,
F1499,2025.38,"October 9, 2025",New Scroll Wheel Functions,New Feature,3,302,E09,,,,2025-08-22,2025-09-27,2025-10-09,released,
F1500,2025.38,"October 9, 2025",Grok (Beta),New Feature,6,601,E06,,HW4,,2025-08-14,2025-09-30,2025-10-09,released,HW4
F1501,2025.38,"October 9, 2025",Onboarding Guide,New Feature,3,302,E09,,,,2025-08-20,2025-09-25,2025-10-09,released,
F1502,2025.38,"October 9, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-08-14,2025-09-29,2025-10-09,released,
F1503,2025.38,"October 9, 2025",Santa Mode,Undocumented Change,5,502,E10,,,,2025-08-28,2025-10-01,2025-10-09,released,
F1504,2025.38,"October 9, 2025",New FSD Guide,Undocumented Change,1,104,E02,,HW4,,2025-08-18,2025-10-01,2025-10-09,released,HW4
F1505,2025.38,"October 9, 2025",More Charging Information,Undocumented Change,4,402,E05,,,,2025-08-22,2025-10-02,2025-10-09,released,
F1506,2025.38,"October 9, 2025",Keep Accessory Power On App Control,Undocumented Change,3,302,E09,,,,2025-08-20,2025-09-29,2025-10-09,released,
F1507,2025.38,"October 9, 2025",Buy Parts,Undocumented Change,3,302,E09,,,,2025-08-17,2025-09-28,2025-10-09,released,
F1508,2025.38,"October 9, 2025",Charger Visualization,Undocumented Change,3,302,E04,,,,2025-08-24,2025-09-28,2025-10-09,released,
F1509,2025.38,"October 9, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-08-16,2025-10-02,2025-10-09,released,
F1510,2025.38.3,"October 10, 2025",Tron Mode,New Feature,5,502,E10,,,,2025-08-24,2025-09-27,2025-10-10,released,
F1511,2025.38.3,"October 10, 2025",3D Buildings,New Feature,3,302,E04,,,,2025-08-16,2025-10-01,2025-10-10,released,
F1512,2025.38.3,"October 10, 2025",Satellite View,New Feature,4,403,E05,,,,2025-08-16,2025-09-28,2025-10-10,released,
F1513,2025.38.3,"October 10, 2025",Dashcam Viewer Updates,New Feature,7,703,E08,,,,2025-08-17,2025-10-03,2025-10-10,released,
F1514,2025.38.3,"October 10, 2025",Side Cameras Recording,New Feature,7,703,E08,,,,2025-08-27,2025-09-26,2025-10-10,released,
F1515,2025.38.3,"October 10, 2025",New Scroll Wheel Functions,New Feature,3,302,E09,,,,2025-08-22,2025-09-27,2025-10-10,released,
F1516,2025.38.3,"October 10, 2025",Grok (Beta),New Feature,6,601,E06,,HW4,,2025-08-20,2025-09-28,2025-10-10,released,HW4
F1517,2025.38.3,"October 10, 2025",Onboarding Guide,New Feature,3,302,E09,,,,2025-08-26,2025-09-28,2025-10-10,released,
F1518,2025.38.3,"October 10, 2025",Minor Updates,New Feature,3,302,E09,,,,2025-08-27,2025-09-29,2025-10-10,released,
F1519,2025.38.3,"October 10, 2025",Santa Mode,Undocumented Change,5,502,E10,,,,2025-08-23,2025-10-01,2025-10-10,released,
F1520,2025.38.3,"October 10, 2025",New FSD Guide,Undocumented Change,1,104,E01,,HW4,,2025-08-27,2025-10-02,2025-10-10,released,HW4
F1521,2025.38.3,"October 10, 2025",More Charging Information,Undocumented Change,4,402,E05,,,,2025-08-18,2025-10-03,2025-10-10,released,
F1522,2025.38.3,"October 10, 2025",Keep Accessory Power On App Control,Undocumented Change,3,302,E09,,,,2025-08-28,2025-09-26,2025-10-10,released,
F1523,2025.38.3,"October 10, 2025",Buy Parts,Undocumented Change,3,302,E09,,,,2025-08-22,2025-09-29,2025-10-10,released,
F1524,2025.38.3,"October 10, 2025",Charger Visualization,Undocumented Change,3,302,E04,,,,2025-08-27,2025-10-02,2025-10-10,released,
F1525,2025.38.3,"October 10, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-08-17,2025-09-30,2025-10-10,released,
F1526,2025.38.8.5,"November 3, 2025",FSD (Supervised) v14.1.5,New Feature,1,104,E02,,HW4,,2025-09-14,2025-10-27,2025-11-03,released,HW4
F1527,2025.38.8.5,"November 3, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-09-19,2025-10-22,2025-11-03,released,HW4
F1528,2025.38.8.5,"November 3, 2025",Speed Profiles,New Feature,1,101,E01,,,,2025-09-10,2025-10-22,2025-11-03,released,
F1529,2025.38.8.5,"November 3, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-09-09,2025-10-25,2025-11-03,released,
F1530,2025.38.8.5,"November 3, 2025",Brake Confirm,New Feature,2,203,E03,,,,2025-09-15,2025-10-21,2025-11-03,released,
F1531,2025.38.8.5,"November 3, 2025",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2025-09-22,2025-10-23,2025-11-03,released,HW4
F1532,2025.38.8.5,"November 3, 2025",Santa Mode,Undocumented Change,5,502,E10,,,,2025-09-17,2025-10-20,2025-11-03,released,
F1533,2025.38.8.5,"November 3, 2025",New FSD Guide,Undocumented Change,1,104,E01,,HW4,,2025-09-14,2025-10-23,2025-11-03,released,HW4
F1534,2025.38.8.5,"November 3, 2025",More Charging Information,Undocumented Change,4,402,E05,,,,2025-09-12,2025-10-24,2025-11-03,released,
F1535,2025.38.8.5,"November 3, 2025",Keep Accessory Power On App Control,Undocumented Change,3,302,E09,,,,2025-09-19,2025-10-23,2025-11-03,released,
F1536,2025.38.8.5,"November 3, 2025",Buy Parts,Undocumented Change,3,302,E09,,,,2025-09-10,2025-10-20,2025-11-03,released,
F1537,2025.38.8.5,"November 3, 2025",Charger Visualization,Undocumented Change,3,302,E04,,,,2025-09-20,2025-10-25,2025-11-03,released,
F1538,2025.38.8.5,"November 3, 2025",Service Mode Improvements,Undocumented Change,3,302,E09,,,,2025-09-22,2025-10-26,2025-11-03,released,
F1539,2025.38.8.7,"November 12, 2025",FSD (Supervised) v14.1.7,New Feature,1,104,E02,,HW4,,2025-09-23,2025-10-31,2025-11-12,released,HW4
F1540,2025.38.8.7,"November 12, 2025",Arrival Options,New Feature,4,402,E05,,HW4,,2025-09-20,2025-11-01,2025-11-12,released,HW4
F1541,2025.38.8.7,"November 12, 2025",Speed Profiles,New Feature,1,101,E01,,,,2025-09-29,2025-11-04,2025-11-12,released,
F1542,2025.38.8.7,"November 12, 2025",UI Improvements,New Feature,3,302,E09,,,,2025-09-23,2025-10-29,2025-11-12,released,
F1543,2025.38.8.7,"November 12, 2025",Brake Confirm,New Feature,2,203,E07,,,,2025-10-01,2025-10-29,2025-11-12,released,
F1544,2025.38.8.7,"November 12, 2025",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2025-09-25,2025-11-05,2025-11-12,released,HW4
F1545,2025.38.8.7,"November 12, 2025",Tron Mode,New Feature,5,502,E10,,,,2025-09-25,2025-11-03,2025-11-12,released,
F1546,2025.38.8.7,"November 12, 2025",3D Buildings,New Feature,3,302,E04,,,,2025-09-22,2025-10-31,2025-11-12,released,
F1547,2025.38.8.7,"November 12, 2025",Satellite View,New Feature,4,403,E05,,,,2025-09-18,2025-11-02,2025-11-12,released,
F1548,2025.38.8.7,"November 12, 2025",Dashcam Viewer Updates,New Feature,7,703,E08,,,,2025-09-17,2025-10-29,2025-11-12,released,
F1549,2025.38.8.7,"November 12, 2025",Side Cameras Recording,New Feature,7,703,E08,,,,2025-09-30,2025-10-29,2025-11-12,released,
